orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,periodid,periodname,periodcode,perioddescription,HMIS-MIAR-MNC- Cases Antenatal Visit- First,HMIS-MIAR-MNC- Cases Antenatal Visit – Second,HMIS-MIAR-MNC- Cases Antenatal Visit – Third,HMIS-MIAR-MNC- Cases Antenatal Visit – Fourth,HMIS-MIAR-MNC- Cases Antenatal Visit – Other,HMIS-MIAR-MNC- Cases Postnatal Visit – First,HMIS-MIAR-MNC- Cases Postnatal Visit – Second,HMIS-MIAR-MNC- Cases Postnatal Visit – Other,HMIS-MIAR-OPD- New Patients/Clients,HMIS-MNC- Cases/Admit Women received uterotonic in the third stage of labor,HMIS-MNC- Cases/Admit Antepartum Hemorrhage,HMIS- Cases/Admit Postpartum Hemorrhage,HMIS-MNC- Cases/Admit Eclampsia,HMIS-MNC- Cases/Admit Pre-eclampsia,HMIS- Cases/admit Normal delivery at facility,HMIS- Cases/Admit Assisted delivery at facility,HMIS-HMIR-MNC- Admit Cesarean Section,HMIS-MNC- Cases/Admit Babies breastfeeding at 1st hours of Birth,HMIS-MNC- Cases/Admit Newborn resuscitated,HMIS-MNC- Cases/Admit Low Birth Weight,HMIS-MNC- Cases/Admit Newborn Alive,HMIS-MNC- Neonatal Death due,HMIS-MNC- Stillbirth,HMIS-MNC- Stillbirth Fresh,HMIS-MNC- Stillbirth Rotten,HMIS- Cases/Admit Sepsis,HMIS-MNC- Cases/Admit Asphyxia,HMIS-MNC- Cases/Admit Other Neonatal Complication,HMIS-MNC- Cases/Admit Premature,HMIS-MNC- Neonatal Death due preterm Birth,HMIS-MNC- Neonatal Death due Sepsis,HMIS-MNC- Neonatal Death due Other causes,HMIS-MNC- Neonatal Death due Asphyxia,HMIS- Maternal deaths at the clinics,HMIS- Total number of Neonatal deaths
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202504,April 2025,202504,,11,3,5,4,10,4,3,3,570,2,,,,,1,,,1,1,1,1,,,,,,1,,1,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202505,May 2025,202505,,11,9,2,4,8,13,3,1,833,8,,1,,1,8,,,9,2,2,9,,,,,,2,,2,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202506,June 2025,202506,,9,11,5,3,6,3,5,4,837,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202507,July 2025,202507,,5,7,10,3,7,5,6,4,674,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202508,August 2025,202508,,3,5,7,8,8,5,5,2,552,2,,,,,2,,,2,1,1,2,,,,,,1,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202509,September 2025,202509,,4,3,5,9,12,2,3,6,550,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202510,October 2025,202510,,9,4,2,5,19,8,6,3,484,4,1,,,,4,,,3,,,3,,1,1,,,,,1,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202511,November 2025,202511,,4,7,4,2,17,5,4,3,658,4,1,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),TANG SHEW SHC (2570),L9vyie1WZj0,TANG SHEW SHC (2570),AF-F- 2570,,202512,December 2025,202512,,2,4,6,4,10,8,9,5,892,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202501,January 2025,202501,,18,22,14,11,33,12,18,20,1862,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202502,February 2025,202502,,3,10,9,3,12,8,4,10,696,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202503,March 2025,202503,,17,3,14,20,12,16,14,7,1224,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202504,April 2025,202504,,7,14,3,13,19,17,21,20,1054,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202505,May 2025,202505,,23,5,5,2,13,14,17,21,1791,1,,,,,1,,,1,1,,1,,,,,,1,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202506,June 2025,202506,,15,12,4,10,12,11,2,8,1117,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202507,July 2025,202507,,18,13,16,3,7,15,13,3,1460,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202508,August 2025,202508,,6,10,4,5,,7,6,7,1827,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202509,September 2025,202509,,9,6,15,11,21,5,14,16,1839,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202510,October 2025,202510,,9,9,6,11,13,20,20,15,1941,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202511,November 2025,202511,,11,10,8,6,19,10,9,24,1851,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Spin Ghar *,Wach Kot-Clinic (8706),PNvPzu8z5Vs,Wach Kot-Clinic (8706),AF-F- 8706,,202512,December 2025,202512,,7,10,9,6,13,12,11,5,2341,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202503,March 2025,202503,,9,6,8,2,2,9,8,4,374,7,,,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202504,April 2025,202504,,9,10,4,4,5,7,8,8,336,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202505,May 2025,202505,,7,7,4,2,4,8,8,5,337,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202506,June 2025,202506,,3,10,8,5,,5,4,,422,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202507,July 2025,202507,,6,3,4,2,3,4,4,4,476,1,,,,,1,,,1,,1,1,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202508,August 2025,202508,,11,6,5,7,4,6,6,5,573,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202509,September 2025,202509,,7,7,2,1,3,6,6,3,287,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202510,October 2025,202510,,12,7,5,3,3,6,6,7,378,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202511,November 2025,202511,,10,13,11,5,5,5,5,6,388,4,,,,,4,,,2,2,1,2,,2,2,,,,,1,,,,,,
Afghanistan,North East,Badakhshan,Darwaz-e-Bala (Mahemay),WARFAD FHH (9522),g0uo1nzgPyA,WARFAD FHH (9522),AF-F- 9522,,202512,December 2025,202512,,10,10,11,8,5,4,4,7,349,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202501,January 2025,202501,,46,26,7,5,,22,11,4,1655,5,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202502,February 2025,202502,,15,14,6,,,4,6,3,510,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202503,March 2025,202503,,23,8,8,2,,3,,,974,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202504,April 2025,202504,,26,6,1,3,,11,1,2,958,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202505,May 2025,202505,,69,24,6,2,,,17,2,1819,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202506,June 2025,202506,,50,15,3,,4,4,1,,850,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202507,July 2025,202507,,53,20,11,,,8,7,1,1688,4,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202508,August 2025,202508,,69,25,4,5,,21,16,5,2298,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202509,September 2025,202509,,78,24,9,12,2,28,14,,2716,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202510,October 2025,202510,,73,21,11,7,3,26,14,,2615,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202511,November 2025,202511,,52,35,10,14,1,27,9,,2499,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Behsood,11-Canal- SHC (8069),laUqEqEt84f,11-Canal- SHC (8069),AF-F- 8069,,202512,December 2025,202512,,59,32,19,11,,25,8,,3158,10,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202501,January 2025,202501,,45,38,24,6,,15,27,9,1518,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202502,February 2025,202502,,67,22,17,2,,11,20,10,1640,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202503,March 2025,202503,,66,25,9,13,,6,23,9,1339,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202504,April 2025,202504,,50,43,17,4,1,9,21,10,1206,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202505,May 2025,202505,,34,37,23,5,1,9,27,8,1158,2,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202506,June 2025,202506,,33,36,22,15,1,5,15,16,1095,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202507,July 2025,202507,,45,23,22,11,3,11,17,10,1314,2,,1,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202508,August 2025,202508,,36,47,10,15,1,7,26,9,1171,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202509,September 2025,202509,,24,37,32,5,2,,22,11,1378,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202510,October 2025,202510,,30,22,38,26,2,7,17,12,1148,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202511,November 2025,202511,,22,26,22,26,10,12,26,3,1258,3,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,East,Nangarhar,Shinwar,28 Wayala SC(4114),A6xvBbROINq,28 Wayala SC(4114),AF-F- 4114,,202512,December 2025,202512,,20,27,20,16,12,8,16,8,929,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),60 Beds OBG Hospital(10039),AFQwssspuDa,60 Beds OBG Hospital(10039),AF-F- 10039,,202507,July 2025,202507,,,,,,,,,,,171,8,1,1,,116,1,54,161,6,16,161,2,10,3,7,22,6,,5,,,,2,,2
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),60 Beds OBG Hospital(10039),AFQwssspuDa,60 Beds OBG Hospital(10039),AF-F- 10039,,202509,September 2025,202509,,,,,,,,,,,336,5,1,1,8,330,6,87,,26,24,410,,13,8,5,18,26,,12,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),60 Beds OBG Hospital(10039),AFQwssspuDa,60 Beds OBG Hospital(10039),AF-F- 10039,,202510,October 2025,202510,,,,,,,471,,,471,,,,,,,,103,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),60 Beds OBG Hospital(10039),AFQwssspuDa,60 Beds OBG Hospital(10039),AF-F- 10039,,202511,November 2025,202511,,,,,,,374,,,541,392,1,,1,3,310,16,66,326,30,22,377,,15,4,11,15,30,48,19,,,,,,
Afghanistan,North East,Badakhshan,Fayzabad (Badakhshan),60 Beds OBG Hospital(10039),AFQwssspuDa,60 Beds OBG Hospital(10039),AF-F- 10039,,202512,December 2025,202512,,,,,,,365,,,725,392,1,,1,3,310,16,66,326,30,22,377,15,15,4,11,15,30,48,19,,15,,,,15
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202501,January 2025,202501,,65,55,30,30,21,63,60,49,1878,55,,2,,,55,,,58,2,6,58,,,,,,,,3,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202502,February 2025,202502,,85,28,19,12,21,56,54,20,1802,52,1,1,,1,52,,,52,1,1,52,1,1,,1,,,,,,,1,,,1
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202503,March 2025,202503,,84,58,21,21,21,44,40,33,1854,40,,1,,,40,,,40,,2,40,,,,,,,,2,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202504,April 2025,202504,,63,45,25,14,18,50,49,48,1322,48,1,,,,47,1,,48,,,48,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202505,May 2025,202505,,115,45,36,18,12,33,33,34,1757,31,1,1,,,31,,,30,,,30,,1,,1,,,,,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202506,June 2025,202506,,86,51,36,17,10,57,57,42,1482,56,2,1,,,53,3,,56,1,3,56,1,1,1,,,,,2,1,,,,,1
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202507,July 2025,202507,,126,64,38,18,15,41,35,36,2145,39,1,1,,,39,,,37,,6,37,5,5,2,3,,,,5,4,,1,,,5
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202508,August 2025,202508,,101,67,24,10,11,40,39,39,1730,37,1,2,,,37,,,36,,,36,1,1,,1,,,,,,,1,,,1
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202509,September 2025,202509,,90,38,37,16,19,47,49,48,1659,42,2,1,,,42,,,40,1,2,41,2,1,,1,,,,1,1,,1,,,2
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202510,October 2025,202510,,61,38,33,11,9,34,35,39,1380,32,,,,,32,,,32,1,,32,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202511,November 2025,202511,,71,56,38,25,12,52,52,51,1827,50,,,,,50,,,50,,2,50,,,,,,,,,,,,,,
Afghanistan,South East,Ghazni,Aab Band,Aab Band Clinic(0100),RYRxtkz6Zsl,Aab Band Clinic(0100),AF-F- 0100,,202512,December 2025,202512,,87,43,36,17,22,60,52,56,1911,60,,,,1,60,,,62,1,2,62,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Aab Barik SHC(20515),pMpQhAGh3PF,Aab Barik SHC(20515),AF-F- 20515,,202511,November 2025,202511,,21,30,31,95,3,7,8,23,662,3,,,1,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Argo,Aab Barik SHC(20515),pMpQhAGh3PF,Aab Barik SHC(20515),AF-F- 20515,,202512,December 2025,202512,,33,21,29,26,85,11,18,11,1377,6,,,,,6,,,6,,,6,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202501,January 2025,202501,,31,19,12,8,12,5,1,14,845,,,,,,5,,,5,,2,5,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202502,February 2025,202502,,27,43,18,11,16,8,,17,874,,,,,,7,,,7,,1,7,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202503,March 2025,202503,,31,16,30,15,15,9,1,12,727,,,,,,7,,,7,,,7,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202504,April 2025,202504,,46,17,11,23,21,5,,18,751,,,,,,3,,,3,,,3,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202505,May 2025,202505,,25,35,24,15,29,6,,17,934,,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202506,June 2025,202506,,37,22,21,17,24,3,2,14,670,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202507,July 2025,202507,,54,43,21,13,33,6,,17,1056,,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202508,August 2025,202508,,42,27,26,18,21,5,1,17,928,,,,,,4,,,4,,,4,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202509,September 2025,202509,,59,36,27,16,24,4,4,9,785,,,,,,2,,,2,,,2,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202510,October 2025,202510,,43,32,26,13,24,5,2,14,565,,,,,,5,,,5,,,5,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202511,November 2025,202511,,27,24,23,21,23,9,1,8,892,,,,,,8,,,8,,1,8,,,,,,,,,,,,,,
Afghanistan,Central East,Logar,Mohammad Aagha,Aab Bazak SC(0237),qrHYAdLes22,Aab Bazak SC(0237),AF-F- 0237,,202512,December 2025,202512,,31,17,18,14,18,6,1,9,645,4,,,,,4,,,4,,1,4,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202501,January 2025,202501,,38,28,25,18,3,43,23,19,1204,,1,,,,27,2,,29,,3,29,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202502,February 2025,202502,,29,42,21,14,4,34,37,17,881,25,,1,,,23,2,,24,,,25,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202503,March 2025,202503,,37,,,,6,28,25,,1117,,,,,,19,,,,,2,21,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202504,April 2025,202504,,,,,,,,,,1032,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202505,May 2025,202505,,45,37,35,24,11,23,20,14,1643,14,,,,,13,1,,13,,2,13,,1,1,,,1,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202507,July 2025,202507,,54,30,24,17,14,23,21,17,1315,11,,,,,11,,,10,,2,10,,1,1,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202508,August 2025,202508,,69,51,21,20,13,30,28,19,1047,25,,,,,21,4,,23,,2,23,,2,1,1,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202510,October 2025,202510,,66,31,37,29,8,17,5,5,940,29,,2,,,29,2,,29,,4,29,,,,,,,,,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202511,November 2025,202511,,45,49,37,29,22,44,35,9,756,22,,,,,19,3,,22,,4,22,,,,,,4,,1,,,,,,
Afghanistan,North East,Badakhshan,Shahr-e-Buzorg,Aab Gandah SHC(2836),p0syJWpVUkj,Aab Gandah SHC(2836),AF-F- 2836,,202512,December 2025,202512,,32,34,29,18,29,21,29,17,917,20,,,,,19,2,,20,,1,20,,,,,,,,,,,,,,
